Marital_Status,Kidhome,Teenhome,Education_Level,Income,Recency,MntWines,MntFruits,MntMeatProducts,MntFishProducts,MntSweetProducts,MntGoldProds,MntTotal,AcceptedCmpOverall,AcceptedCmp1,AcceptedCmp2,AcceptedCmp3,AcceptedCmp4,AcceptedCmp5,Age,Complain,Customer_Days,MntRegularProds,NumCatalogPurchases,NumDealsPurchases,NumStorePurchases,NumWebPurchases,NumWebVisitsMonth,Response,Z_CostContact,Z_Revenue
Single,0,0,Graduation,69885,25,118,18,67,20,23,16,262,1,1,0,0,0,0,48.0,0,494,246,4,4,4,6,4,0,3,11
Widow,1,0,2n Cycle,68121,46,77,34,36,18,36,11,212,1,0,0,0,0,0,45.0,0,214,201,5,3,2,2,5,0,3,11
Single,0,0,Graduation,65521,22,127,14,72,28,15,13,269,1,0,0,1,0,0,66.0,0,958,256,4,5,3,2,1,0,3,11
Together,0,1,Master,62764,19,77,12,53,40,25,3,210,0,1,1,0,0,0,34.0,0,4807,207,4,6,5,6,10,0,3,11
Single,0,0,Graduation,33154,35,58,8,39,11,9,6,131,1,0,0,0,0,0,47.0,1,3472,125,0,4,5,0,7,0,3,11
Together,0,1,PhD,79370,65,77,13,74,47,34,9,254,0,0,0,0,0,0,33.0,0,707,245,5,1,0,4,8,0,3,11
Single,0,0,Graduation,70367,36,132,9,66,23,18,8,256,0,0,0,0,0,0,38.0,0,4747,248,5,0,2,1,6,0,3,11
Married,0,1,PhD,105385,59,97,22,103,69,47,4,342,1,0,1,0,0,0,46.0,0,4455,338,3,1,0,1,6,0,3,11
Married,1,2,PhD,82713,33,0,28,32,82,79,0,221,1,0,0,0,0,1,29.0,0,1176,221,3,6,0,3,8,0,3,11
Together,0,0,Graduation,88157,37,170,15,92,35,23,10,345,1,1,0,0,1,0,43.0,0,4670,335,2,3,2,1,6,0,3,11
Together,1,2,Graduation,63480,31,0,27,35,67,56,0,185,1,0,0,1,0,0,24.0,0,942,185,5,4,1,2,7,0,3,11
Together,0,1,Master,80178,41,88,10,89,43,33,9,272,1,0,0,0,0,0,48.0,0,4403,263,3,3,3,4,7,0,3,11
Together,0,1,Graduation,77188,43,87,17,71,53,43,7,278,1,0,0,0,0,0,43.0,0,792,271,6,1,2,7,6,0,3,11
Single,0,0,Master,70801,62,153,10,62,25,19,12,281,0,0,0,0,0,0,18.0,0,128,269,1,2,0,3,5,0,3,11
Single,0,0,Graduation,61640,45,113,8,59,35,9,14,238,0,0,0,0,1,0,25.0,0,611,224,3,3,0,1,3,0,3,11
Single,0,0,Master,93356,49,187,14,107,35,29,25,397,1,0,0,0,0,0,64.0,0,2248,372,2,0,2,4,6,0,3,11
Single,0,0,2n Cycle,32514,76,54,6,27,8,14,6,115,0,0,0,0,0,0,24.0,0,493,109,3,6,1,4,7,0,3,11
Single,0,0,Master,70636,19,146,11,60,20,20,10,267,1,0,0,0,0,0,34.0,0,1902,257,5,6,0,3,2,0,3,11
Married,2,0,Graduation,45483,33,0,26,0,17,34,0,77,0,0,0,0,0,0,46.0,0,2835,77,1,2,2,1,12,0,3,11
Single,0,0,Master,43037,57,87,4,42,10,13,9,165,0,0,0,0,0,0,30.0,0,1603,156,2,8,3,0,7,0,3,11
Married,2,2,Graduation,72203,1,0,51,0,66,94,0,211,1,0,0,0,0,0,36.0,0,3938,211,2,3,1,4,4,0,3,11
Single,0,0,Graduation,55111,29,114,9,55,18,13,6,215,0,0,0,1,0,0,46.0,0,3218,209,2,5,2,4,4,0,3,11
Single,0,0,PhD,111184,24,247,28,103,37,26,28,469,1,0,0,0,1,0,33.0,0,4346,441,5,3,0,4,7,0,3,11
Married,0,2,Master,76199,38,0,19,70,88,69,0,246,0,0,0,0,0,0,50.0,0,1151,246,2,1,3,2,9,0,3,11
Married,0,1,PhD,107027,42,106,26,118,75,43,13,381,1,1,0,0,0,0,42.0,0,1672,368,2,4,4,3,8,0,3,11
Married,0,0,Graduation,73774,29,161,18,85,25,27,11,327,1,0,0,0,0,1,40.0,0,4073,316,3,4,2,5,7,0,3,11
Married,0,0,Graduation,54976,50,111,9,57,22,16,12,227,0,0,0,0,0,0,48.0,0,4935,215,2,4,2,0,2,0,3,11
Single,0,0,Graduation,36560,36,61,6,45,16,10,6,144,0,0,0,0,0,0,46.0,0,657,138,1,3,1,2,3,0,3,11
Married,1,0,Master,59543,57,53,17,32,18,42,7,169,1,0,0,0,1,0,48.0,0,1812,162,4,6,2,2,4,0,3,11
Single,0,0,Basic,54918,52,102,17,48,10,12,9,198,1,0,0,0,0,0,27.0,0,1340,189,3,0,1,0,6,0,3,11
Single,0,0,Graduation,86956,52,149,19,94,30,19,15,326,1,0,0,0,0,0,50.0,0,2660,311,4,3,6,2,4,0,3,11
Married,0,1,PhD,76294,61,94,22,65,52,44,5,282,1,0,0,0,0,0,42.0,0,4556,277,1,6,1,3,7,0,3,11
Single,0,0,Graduation,75567,52,144,15,66,28,25,16,294,1,0,1,0,0,0,34.0,0,2916,278,3,3,1,3,5,1,3,11
Single,1,0,PhD,77274,28,78,25,45,26,33,8,215,1,1,0,0,0,0,39.0,0,4905,207,5,0,2,1,3,0,3,11
Widow,0,0,Graduation,62027,45,113,14,68,21,18,9,243,1,0,0,0,0,0,60.0,0,2421,234,1,2,2,6,9,0,3,11
Widow,0,0,PhD,100319,20,201,14,116,39,28,22,420,1,0,0,0,1,0,51.0,0,3817,398,5,5,4,1,4,0,3,11
Single,0,0,Master,93871,24,189,23,109,35,15,20,391,1,0,0,0,1,0,30.0,0,3058,371,8,3,3,0,4,0,3,11
Single,0,0,Master,68868,52,118,13,63,27,18,15,254,1,0,0,1,0,0,44.0,0,3666,239,2,3,1,4,4,0,3,11
Single,0,0,Graduation,75443,67,155,12,80,26,18,11,302,1,0,0,0,0,0,33.0,0,412,291,6,2,3,0,6,0,3,11
Single,1,0,PhD,84629,52,98,40,40,25,32,14,249,0,0,1,0,0,0,32.0,0,4922,235,6,3,4,4,4,0,3,11
Together,2,0,Graduation,70655,38,0,31,0,28,48,0,107,0,0,0,0,0,0,41.0,0,927,107,6,5,4,1,4,0,3,11
Single,0,0,Master,57953,21,109,10,47,29,11,12,218,0,0,1,0,0,0,58.0,0,1456,206,5,0,2,0,1,0,3,11
Married,2,1,2n Cycle,75362,29,0,45,0,47,77,0,169,1,0,0,0,0,0,49.0,0,4062,169,3,3,5,6,9,0,3,11
Single,0,0,Graduation,41073,30,88,5,40,17,6,6,162,0,0,0,0,0,0,29.0,0,1640,156,2,3,0,1,8,0,3,11
Widow,0,0,Master,90420,46,209,17,90,25,22,16,379,0,0,0,0,0,0,54.0,0,4786,363,4,2,4,4,4,0,3,11
Single,0,0,Graduation,83587,21,173,29,88,18,20,20,348,1,0,0,1,0,0,51.0,0,2639,328,1,1,1,5,5,1,3,11
Married,0,2,Master,107059,31,0,20,104,100,61,0,285,1,1,0,0,0,0,18.0,0,3382,285,6,2,1,4,7,0,3,11
Single,0,0,Basic,34365,38,64,5,28,16,13,4,130,1,0,0,0,0,0,48.0,0,4844,126,6,6,6,0,10,0,3,11
Married,0,0,PhD,96626,41,182,13,95,37,28,14,369,1,0,1,0,0,0,22.0,0,3344,355,4,4,1,4,4,0,3,11
Single,0,0,PhD,69420,35,148,9,62,22,21,17,279,1,0,0,0,0,0,40.0,0,3609,262,6,6,1,1,6,0,3,11
Single,0,0,Graduation,65107,20,121,11,64,18,18,10,242,1,1,0,0,0,0,33.0,0,2530,232,3,3,0,3,2,0,3,11
Together,0,2,2n Cycle,89832,46,0,13,91,98,69,0,271,1,0,0,0,0,1,37.0,0,4409,271,3,4,1,2,7,1,3,11
Together,2,0,Master,86166,26,0,62,0,25,77,0,164,1,0,0,0,0,1,39.0,0,977,164,4,3,0,7,8,0,3,11
Together,2,0,Basic,43213,29,0,24,0,8,35,0,67,1,0,0,0,0,0,42.0,0,1815,67,3,4,3,2,3,0,3,11
Married,1,1,Graduation,62367,31,0,22,35,53,48,0,158,0,0,0,0,0,0,45.0,0,3461,158,3,4,1,3,10,0,3,11
Together,0,2,Graduation,66254,23,0,22,63,77,46,0,208,0,0,0,0,0,0,44.0,0,813,208,3,3,0,5,8,1,3,11
Single,0,0,Graduation,64274,33,132,13,47,16,18,10,236,0,0,0,0,1,0,38.0,0,1780,226,2,4,0,2,3,0,3,11
Single,0,0,Basic,51993,66,116,11,53,17,17,10,224,1,1,0,0,0,0,32.0,0,304,214,6,5,3,1,4,0,3,11
Single,0,0,2n Cycle,35661,47,84,4,41,18,5,5,157,1,0,0,0,0,0,39.0,0,891,152,1,4,0,0,5,0,3,11
Married,1,0,Basic,89986,29,96,39,53,29,48,9,274,1,0,1,0,0,0,33.0,0,1614,265,7,2,0,4,9,0,3,11
Single,0,0,Graduation,94468,15,180,17,90,44,21,15,367,1,0,0,1,0,0,40.0,0,2686,352,3,5,3,4,9,0,3,11
Single,0,0,Graduation,70189,35,133,12,66,25,18,12,266,1,0,0,1,0,0,33.0,0,2244,254,5,1,3,6,6,1,3,11
Married,0,1,Graduation,59947,24,59,8,61,37,23,4,192,1,0,0,0,0,0,44.0,0,3308,188,1,8,2,3,10,0,3,11
Together,0,0,Graduation,56595,38,123,14,63,26,10,11,247,0,0,1,0,1,0,58.0,0,3947,236,1,4,2,6,6,0,3,11
Single,0,0,Master,55871,67,138,18,61,12,13,10,252,1,0,0,0,0,0,51.0,0,4735,242,4,3,0,4,7,0,3,11
Single,0,0,Graduation,47517,66,97,9,41,13,15,10,185,0,0,0,0,0,0,46.0,0,1744,175,3,0,0,2,4,0,3,11
Single,0,0,Master,60489,40,105,11,58,26,20,7,227,1,0,1,1,0,1,18.0,0,2622,220,5,4,1,0,5,0,3,11
Single,0,0,Master,76334,32,145,18,86,19,20,16,304,1,0,0,0,0,0,39.0,0,2989,288,4,4,4,7,5,1,3,11
Single,0,0,Basic,51926,53,97,15,53,22,19,10,216,1,0,0,0,0,0,24.0,0,4297,206,2,6,1,1,6,0,3,11
Married,2,1,Graduation,95863,42,0,50,0,62,112,0,224,1,0,0,0,0,0,44.0,0,1653,224,7,4,3,6,6,0,3,11
Married,2,0,Graduation,50151,30,0,28,0,13,36,0,77,0,0,0,0,0,0,37.0,0,3311,77,3,4,3,3,8,0,3,11
Married,0,1,Master,66787,68,63,18,68,52,41,7,249,0,0,0,1,0,0,42.0,0,3384,242,6,4,1,2,8,0,3,11
Single,0,0,Graduation,32998,38,75,7,26,12,7,4,131,0,0,0,0,0,0,41.0,0,1422,127,1,6,0,3,4,0,3,11
Together,2,2,PhD,85170,16,0,50,0,99,98,0,247,1,0,0,0,0,0,32.0,0,4135,247,5,2,5,5,8,0,3,11
Single,1,0,Master,94009,33,98,31,51,26,54,8,268,1,0,0,0,0,0,35.0,0,4946,260,3,2,3,5,14,1,3,11
Married,1,1,Graduation,65913,28,0,32,35,41,36,0,144,1,0,0,0,0,0,35.0,1,3434,144,5,2,2,3,7,0,3,11
Together,0,2,2n Cycle,81481,14,0,15,79,68,52,0,214,1,0,0,0,0,0,33.0,0,752,214,4,3,3,3,9,0,3,11
Single,0,0,Graduation,73406,54,136,9,76,23,21,14,279,1,0,0,0,0,0,61.0,0,4910,265,4,2,2,2,3,0,3,11
Single,0,0,Graduation,76001,38,156,13,94,21,20,26,330,1,0,0,0,0,0,37.0,0,3522,304,4,4,2,1,9,0,3,11
Together,0,1,Graduation,74788,69,78,9,84,49,36,6,262,1,0,0,1,0,0,23.0,0,3850,256,5,4,1,4,8,0,3,11
Single,1,0,Master,97048,46,86,44,44,31,49,11,265,1,0,0,0,1,0,39.0,0,844,254,4,4,2,7,8,0,3,11
Married,0,0,Master,76996,47,151,12,102,28,39,24,356,1,0,0,0,0,0,37.0,0,2137,332,4,1,1,2,4,0,3,11
Single,0,0,Graduation,73301,71,147,14,83,26,16,10,296,0,0,0,0,0,0,42.0,0,197,286,3,3,2,3,7,0,3,11
Married,1,0,Graduation,100682,45,105,43,56,39,53,15,311,1,0,0,1,1,0,47.0,0,505,296,6,1,2,3,8,0,3,11
Single,0,0,Basic,34650,56,78,7,40,18,12,7,162,0,0,0,0,1,0,45.0,0,1354,155,1,5,3,1,2,0,3,11
Single,0,0,Graduation,59772,34,118,10,48,17,13,14,220,0,0,0,0,1,0,33.0,0,4167,206,4,1,2,2,6,0,3,11
Married,1,1,Master,88621,27,0,36,39,52,70,0,197,1,0,0,0,0,0,39.0,0,3361,197,6,2,3,4,5,0,3,11
Single,0,0,Graduation,50119,59,96,4,51,18,17,11,197,1,0,0,0,0,0,29.0,0,1887,186,2,4,0,4,3,0,3,11
Single,1,0,Master,56489,51,62,27,31,18,27,2,167,0,0,0,1,0,0,25.0,0,793,165,2,4,1,2,7,0,3,11
Single,1,0,PhD,110449,24,100,60,49,35,51,13,308,1,0,0,0,1,0,19.0,0,4200,295,8,4,0,6,8,0,3,11
Single,0,0,Graduation,50819,79,111,13,49,17,20,5,215,0,0,0,1,0,0,58.0,0,714,210,2,3,4,3,2,0,3,11
Single,0,0,2n Cycle,52503,41,98,11,58,17,7,4,195,1,1,0,0,0,1,38.0,0,3202,191,3,6,2,3,6,0,3,11
Single,0,0,Graduation,66238,60,148,17,63,24,19,18,289,0,0,0,0,0,1,41.0,0,4023,271,2,3,6,3,4,0,3,11
Together,0,0,Basic,59430,47,128,12,65,19,19,11,254,1,0,0,0,1,0,41.0,0,2174,243,7,3,3,3,5,0,3,11
Single,0,0,Graduation,54821,51,101,7,54,22,19,10,213,0,0,0,0,0,0,37.0,0,2149,203,5,3,1,3,6,0,3,11
Married,0,0,Master,76881,37,146,13,75,32,20,14,300,1,0,0,0,1,0,59.0,0,398,286,2,3,3,4,5,0,3,11
Single,0,0,Graduation,47972,48,83,10,53,15,6,9,176,0,0,0,0,0,0,37.0,1,3879,167,1,7,1,2,5,0,3,11
Single,0,0,Master,61693,20,119,15,56,17,14,13,234,1,1,0,0,0,1,35.0,0,618,221,3,5,0,3,6,0,3,11
Together,1,0,Master,83430,53,93,39,41,27,55,6,261,1,1,0,0,0,0,45.0,0,4308,255,4,11,3,3,3,0,3,11
Single,0,0,Master,83596,52,168,15,87,27,19,18,334,1,0,0,0,0,0,52.0,0,916,316,1,4,3,3,10,0,3,11
Widow,0,0,Graduation,93272,68,170,19,97,26,23,16,351,1,0,0,1,0,0,55.0,0,2078,335,4,1,3,4,4,0,3,11
Single,0,0,Master,69927,44,143,18,79,17,10,20,287,1,0,0,0,0,0,37.0,0,4106,267,6,3,5,3,7,1,3,11
Married,1,2,Master,77049,12,0,24,38,57,86,0,205,1,0,0,0,0,0,39.0,0,2471,205,1,5,2,4,8,0,3,11
Married,0,2,Graduation,53383,57,0,8,51,68,41,0,168,0,0,0,0,0,0,24.0,0,1637,168,4,7,0,2,9,0,3,11
Together,2,2,PhD,77661,18,0,49,0,73,78,0,200,1,1,1,0,0,0,32.0,0,3976,200,0,6,0,4,9,0,3,11
Married,0,2,PhD,92601,0,0,20,82,94,87,0,283,1,0,0,0,0,0,35.0,0,2826,283,3,5,2,4,8,0,3,11
Married,0,2,Graduation,89321,38,0,16,93,94,60,0,263,1,0,0,0,0,0,41.0,0,497,263,3,4,1,3,10,0,3,11
Single,0,0,Master,41002,59,79,8,38,14,11,3,153,0,0,0,0,0,0,36.0,0,189,150,0,3,0,4,3,0,3,11
Single,0,0,Graduation,57947,62,112,13,61,17,14,12,229,0,0,0,0,0,0,24.0,0,4880,217,5,7,1,1,4,0,3,11
Together,0,1,Graduation,32012,28,34,3,37,22,20,4,120,0,0,0,1,0,0,40.0,0,3393,116,0,3,2,1,5,0,3,11
Single,1,0,Graduation,38944,48,37,24,23,7,14,5,110,0,0,0,0,0,0,40.0,0,4391,105,2,6,2,3,7,0,3,11
Single,0,0,Graduation,82761,50,149,16,77,28,10,13,293,1,0,1,0,0,0,48.0,1,4161,280,6,2,3,2,8,1,3,11
Married,0,2,Graduation,53473,43,0,7,52,42,43,0,144,0,0,0,0,0,1,32.0,0,4448,144,8,4,1,2,7,0,3,11
Single,0,0,Graduation,64621,34,101,10,68,20,17,9,225,1,0,0,0,0,0,55.0,0,3883,216,2,3,2,3,5,1,3,11
Widow,0,0,Master,100392,45,193,14,101,30,27,19,384,1,0,0,0,0,0,63.0,0,322,365,6,3,4,2,2,0,3,11
Married,1,1,2n Cycle,60979,50,0,33,35,47,46,0,161,0,0,0,1,0,1,46.0,0,1472,161,0,5,2,1,8,0,3,11
Married,0,0,2n Cycle,49638,16,104,8,64,11,13,11,211,0,1,0,0,0,0,30.0,0,2730,200,5,7,2,4,4,0,3,11
Together,1,2,Graduation,67787,28,0,22,26,60,59,0,167,0,0,0,1,0,0,33.0,1,126,167,1,6,3,3,8,0,3,11
Single,0,0,Graduation,86397,56,177,19,94,37,18,13,358,0,0,0,0,0,1,25.0,0,3084,345,2,1,0,1,8,0,3,11
Single,0,0,Graduation,77891,66,154,15,83,24,22,15,313,0,0,0,0,0,1,39.0,0,1574,298,1,3,0,3,6,1,3,11
Married,0,2,Graduation,69274,56,0,12,62,68,48,0,190,1,0,0,0,0,1,37.0,0,4934,190,4,3,2,4,8,0,3,11
Single,0,0,Graduation,54644,58,112,14,43,17,10,6,202,0,0,0,0,0,1,38.0,0,1083,196,1,5,2,0,6,0,3,11
Married,2,0,Graduation,90346,58,0,57,0,33,63,0,153,1,0,0,0,0,0,38.0,0,2749,153,4,5,3,2,11,0,3,11
Together,2,1,Graduation,44078,45,0,24,0,23,37,0,84,1,0,0,0,0,1,34.0,0,2279,84,6,4,2,1,11,0,3,11
Married,1,1,PhD,104054,0,0,39,50,58,89,0,236,1,0,0,0,0,0,38.0,0,889,236,0,1,2,6,4,0,3,11
Single,0,0,Graduation,55042,37,113,7,43,21,12,9,205,1,0,0,0,1,0,44.0,0,1124,196,3,6,2,1,10,0,3,11
Widow,0,0,Master,62692,65,140,11,70,22,13,14,270,1,0,0,0,0,0,54.0,0,4990,256,1,6,2,2,7,0,3,11
Married,0,1,2n Cycle,41502,33,38,10,42,21,17,4,132,0,0,0,0,0,0,37.0,0,2961,128,0,5,1,0,4,0,3,11
Married,2,2,Graduation,97526,39,0,55,0,104,117,0,276,1,0,0,0,0,0,37.0,0,3704,276,8,2,3,7,12,0,3,11
Single,0,0,Graduation,59982,55,137,12,62,26,22,9,268,1,0,0,0,0,0,29.0,0,248,259,1,4,0,2,5,1,3,11
Together,1,0,PhD,69586,66,58,32,36,30,45,9,210,0,0,0,0,0,0,37.0,0,2191,201,4,6,1,2,8,0,3,11
Married,2,2,Graduation,72344,16,0,45,0,75,98,0,218,1,0,0,0,0,0,48.0,0,1940,218,5,3,2,3,8,0,3,11
Married,1,1,Master,71415,5,0,33,33,54,41,0,161,1,1,0,0,0,0,59.0,0,3101,161,5,5,2,3,7,0,3,11
Together,2,2,Graduation,57924,21,0,39,0,51,87,0,177,1,0,0,0,0,0,63.0,0,482,177,0,6,3,1,4,0,3,11
Single,0,0,2n Cycle,50556,23,107,6,43,17,8,10,191,1,0,0,0,0,0,40.0,0,4542,181,3,2,4,0,5,0,3,11
Married,0,2,PhD,90124,24,0,18,92,95,58,0,263,0,0,0,1,0,0,41.0,0,2857,263,3,5,0,0,4,0,3,11
Together,1,1,Graduation,77361,0,0,26,44,47,56,0,173,1,0,0,0,0,0,45.0,0,3086,173,3,2,3,2,7,0,3,11
Single,0,0,Basic,27066,47,54,5,30,16,7,4,116,0,0,0,0,0,0,29.0,0,594,112,0,8,1,0,6,0,3,11
Married,0,1,Graduation,93256,42,100,16,89,55,37,12,309,1,0,0,0,0,0,41.0,1,1489,297,3,5,3,5,11,0,3,11
Together,0,0,Graduation,51825,52,92,10,53,12,20,9,196,1,1,0,0,0,0,50.0,0,1796,187,3,5,2,2,8,0,3,11
Married,1,1,2n Cycle,71842,47,0,23,34,45,51,0,153,0,0,0,0,0,0,24.0,0,2635,153,0,6,0,2,10,0,3,11
Married,0,1,Graduation,72127,42,68,17,63,48,32,7,235,1,0,0,0,0,0,57.0,0,697,228,4,5,4,2,7,1,3,11
Together,2,2,Graduation,53896,14,0,47,0,62,70,0,179,1,0,1,0,0,0,38.0,0,2216,179,4,4,2,1,11,0,3,11
Together,0,2,Graduation,83029,50,0,23,88,93,59,0,263,1,0,0,0,0,0,44.0,0,4956,263,3,2,0,2,8,0,3,11
Single,0,0,Basic,38087,56,77,9,39,11,6,5,147,1,0,0,0,0,0,42.0,0,2259,142,5,4,1,1,4,0,3,11
Single,1,0,PhD,101282,33,111,43,48,31,58,12,303,1,0,0,0,0,0,47.0,0,643,291,6,0,4,8,5,0,3,11
Married,0,0,Graduation,83020,40,152,19,89,38,17,14,329,0,1,0,0,0,1,57.0,0,4262,315,3,3,2,6,2,0,3,11
Married,0,1,Master,68757,28,59,15,78,43,47,9,251,0,0,0,0,0,0,56.0,0,2209,242,4,10,5,3,8,0,3,11
Married,1,2,Master,62023,48,0,34,33,55,66,0,188,0,0,0,0,0,0,34.0,0,3827,188,9,6,0,0,10,0,3,11
Married,2,1,Graduation,88977,26,0,45,0,52,87,0,184,1,0,1,0,0,0,45.0,0,809,184,2,5,1,6,5,0,3,11
Single,0,0,2n Cycle,40883,59,74,13,45,17,10,10,169,0,1,0,0,0,0,36.0,0,759,159,4,5,1,2,4,0,3,11
Married,0,0,Graduation,71003,12,145,11,84,19,17,14,290,1,0,1,0,0,0,47.0,0,3544,276,4,4,3,6,6,0,3,11
Single,0,0,Graduation,73452,44,136,8,65,19,14,11,253,0,0,0,0,0,0,40.0,0,3224,242,3,5,2,1,3,0,3,11
Married,0,2,Graduation,79953,36,0,12,76,77,56,0,221,1,0,0,1,1,0,45.0,0,2965,221,6,3,5,0,6,0,3,11
Married,1,0,Master,76957,19,80,39,31,27,29,4,210,0,0,0,0,1,0,53.0,0,3272,206,4,8,2,2,9,0,3,11
Single,0,0,Graduation,52055,33,110,11,48,20,12,9,210,0,1,0,0,0,0,35.0,0,2368,201,2,2,0,1,5,0,3,11
Single,0,0,Graduation,73831,53,128,12,63,21,21,14,259,1,0,0,0,0,0,42.0,0,459,245,8,5,5,4,7,0,3,11
Married,0,2,Basic,31785,45,0,5,28,21,22,0,76,0,0,0,0,0,0,38.0,0,4830,76,3,5,0,3,5,0,3,11
Married,0,0,Master,83893,46,151,20,87,25,17,15,315,1,0,0,0,0,0,39.0,0,4631,300,3,4,2,0,2,0,3,11
Single,0,0,Graduation,43549,65,80,7,43,12,12,10,164,1,0,0,1,0,0,20.0,0,3246,154,1,3,2,2,2,0,3,11
Widow,0,0,Graduation,64841,52,119,13,78,19,13,12,254,1,0,0,0,0,0,23.0,0,631,242,2,5,1,2,1,0,3,11
Married,1,1,2n Cycle,73524,53,0,39,41,54,62,0,196,1,0,0,0,0,0,41.0,0,4339,196,2,6,2,4,8,1,3,11
Widow,0,0,2n Cycle,61755,30,114,15,64,26,12,13,244,1,0,0,0,0,0,58.0,0,1008,231,2,7,1,4,3,0,3,11
Married,2,2,Master,97359,23,0,60,0,80,140,0,280,1,0,0,0,0,0,49.0,0,4671,280,6,4,2,6,11,0,3,11
Married,0,0,Master,90596,42,214,12,84,29,21,19,379,0,0,0,0,0,0,37.0,0,883,360,4,1,3,4,5,0,3,11
Together,2,0,Master,62537,15,0,38,0,25,49,0,112,1,0,0,0,0,0,67.0,0,245,112,2,3,3,1,6,0,3,11
Married,1,2,Graduation,69621,54,0,30,35,74,72,0,211,0,0,0,0,0,0,44.0,0,4582,211,5,3,2,3,8,0,3,11
Married,1,2,PhD,73445,20,0,26,43,64,80,0,213,1,0,0,0,0,0,31.0,0,707,213,2,1,1,4,6,1,3,11
Single,0,0,Graduation,70094,48,144,18,56,25,20,11,274,1,0,0,0,0,1,45.0,0,215,263,3,2,3,0,3,0,3,11
Married,1,2,Graduation,96521,18,0,33,48,86,97,0,264,1,0,0,0,0,0,28.0,0,1548,264,1,1,1,4,9,0,3,11
Single,0,0,Graduation,45073,62,89,5,41,23,11,10,179,0,0,0,0,0,0,36.0,0,3107,169,2,2,3,0,6,0,3,11
Single,0,0,2n Cycle,60826,40,112,12,66,21,16,15,242,1,0,0,0,0,0,21.0,0,4841,227,3,3,0,0,3,0,3,11
Single,0,0,Graduation,67851,39,141,11,62,22,16,12,264,1,0,0,1,0,0,25.0,0,1215,252,2,2,1,4,5,1,3,11
Single,0,0,Graduation,44249,45,99,5,43,13,15,6,181,0,0,0,0,0,0,50.0,0,1730,175,2,3,1,3,5,0,3,11
Widow,0,0,Graduation,62873,44,126,10,58,22,20,17,253,1,0,0,1,0,0,49.0,0,2404,236,5,5,1,1,3,0,3,11
Single,0,0,Graduation,35875,38,66,7,44,11,6,4,138,1,0,0,0,0,0,41.0,0,4080,134,1,2,2,2,4,0,3,11
Married,0,2,Master,88412,19,0,11,99,91,73,0,274,1,0,0,0,0,0,31.0,0,1619,274,5,2,2,2,8,1,3,11
Together,1,0,PhD,77604,29,83,33,34,24,28,10,212,1,0,0,0,1,0,44.0,0,3879,202,4,8,2,1,8,0,3,11
Married,1,2,Graduation,62115,26,0,31,34,51,64,0,180,1,0,0,0,0,0,43.0,0,338,180,2,9,3,4,7,0,3,11
Single,0,0,Master,100964,43,201,20,95,18,26,19,379,1,0,0,1,0,0,40.0,0,3819,360,2,2,2,8,3,1,3,11
Married,1,0,Master,52969,33,56,25,23,18,22,1,145,1,0,0,0,0,0,18.0,0,1946,144,2,6,0,3,6,0,3,11
Married,2,1,PhD,109275,7,0,61,0,66,91,0,218,1,0,0,1,1,0,31.0,0,3403,218,2,4,0,5,11,0,3,11
Married,2,1,Graduation,40689,12,0,22,0,26,50,0,98,1,0,0,0,0,0,36.0,0,4538,98,1,6,1,1,14,0,3,11
Married,0,1,Master,72188,24,66,9,65,60,33,9,242,1,1,0,0,1,0,42.0,0,2140,233,3,5,1,1,10,0,3,11
Widow,0,0,Graduation,52521,49,101,10,49,13,13,14,200,0,0,0,0,0,0,63.0,0,192,186,5,1,2,5,5,0,3,11
Married,1,2,Graduation,60699,42,0,21,24,56,62,0,163,0,0,0,0,0,0,47.0,0,1078,163,2,1,2,0,7,0,3,11
Single,0,0,Master,61886,27,127,13,72,21,13,15,261,1,0,0,0,1,0,30.0,0,790,246,2,3,0,2,5,0,3,11
Married,2,1,Master,69353,34,0,50,0,51,60,0,161,1,0,0,0,0,0,49.0,0,4739,161,3,3,3,3,6,1,3,11
Single,0,0,Graduation,66751,48,154,14,66,26,13,11,284,0,0,0,0,0,0,51.0,0,535,273,6,4,2,4,8,0,3,11
Together,2,2,Master,86165,48,0,42,0,94,95,0,231,1,0,0,0,0,0,40.0,0,3361,231,7,4,5,5,10,0,3,11
Single,0,0,Graduation,61302,78,132,14,70,13,19,9,257,0,0,0,0,0,0,44.0,0,2713,248,1,4,1,3,12,0,3,11
Single,0,0,Graduation,67850,59,126,15,55,16,14,13,239,1,0,0,0,0,0,39.0,0,2060,226,5,4,1,4,7,0,3,11
Together,1,0,Graduation,89414,46,97,29,46,31,34,5,242,1,0,0,0,0,0,34.0,0,2160,237,8,5,1,6,5,0,3,11
Married,2,2,Master,69530,31,0,51,0,58,79,0,188,1,0,0,0,0,0,45.0,0,2342,188,3,5,0,3,6,0,3,11
Single,0,0,PhD,93558,29,189,34,87,26,26,10,372,1,0,0,1,0,0,42.0,0,3883,362,6,5,0,5,3,0,3,11
Married,1,2,Master,117883,6,0,65,72,140,110,0,387,1,0,0,0,0,0,36.0,0,532,387,2,0,4,4,6,0,3,11
Together,1,1,Basic,80212,8,0,32,33,61,52,0,178,1,1,0,0,0,0,38.0,0,1722,178,5,4,0,3,11,1,3,11
Single,0,0,2n Cycle,82439,44,178,17,82,22,25,10,334,1,0,0,0,0,0,50.0,0,2631,324,5,3,2,4,2,0,3,11
